,content,title
739,"The Independent National Electoral Commission would continue to reject requests by political parties for the extension of deadline for the conduct of their primaries because it would contravene the timetable and schedule of activities for the general elections earlier released, the Resident Electoral Commissioner in Akwa Ibom State, Mike Igini, said on Wednesday.Using the 2023 elections as a reference point, the Akwa Ibom REC said the commission had given ample time to parties to conduct their primaries based on the timetable and schedule of activities for the 2023 elections.Igini who was responding to questions from journalists on why INEC was refusing the request of 18 political parties under the aegis of Inter-Party Advisory Council for changes in the electoral timetable and schedule of activities, maintained that the June 3 deadline was fixed and firm.He said the dates were arrived at based on the provisions of Sections 76, 116,132, 178 of the constitution as well as the provision of Section 28 of the 2022 Electoral Act.The chairman of IPAC, YabagiSani, had appealed to INEC, to extend deadline for conduct of primary elections.He had said that Sallah holiday, the forthcoming Ekiti and Osun States governorship elections and screening of an unprecedented large number of aspirants were issues that could hamper timely and strict compliance with the timetable.But Igini however wondered “why some parties chose almost the last few days to the end of the month of May for these all important activities when they know that submission deadline is June 3, 2022.”He lamented that within the broad outline of the timetable issued, parties have been making changes and sending letters almost everyday shifting dates, venues and time for the conduct of their primaries.The REC said, “As disruptive as these changes to our internal workings, they are free to do so and these shifts have all been accommodated by the commission to the extent that our staff now work and in the field during weekends.“They are at liberty to make these changes have been at huge cost to the commission that deployed staff to various states from Abuja and within states. By the time they arrive, they get messages of postponement even sometimes on the way to venues. All these have endured and accommodated within the framework of the electoral timetable published.“The only request the commission has difficulty in accommodating is in respect of fundamental shift of dates of submission of names of candidates that emerged from primaries and conventions as contained in the fixed and firm timetable and schedule of activities.“These dates are fixed and firmed as published and repeated severally in all interactions with political parties because they were arrived at based on the provisions of sections 76, 116,132, 178 of the constitution as well as the provision of section 28 of the 2022 Act. If I may observe and ask, why is it that political parties decided to leave out the whole of April that they should have commenced the conduct of primaries?“Why is that some of these parties chose almost the last few days to the end of the month of May for these all important activities when they know that submission deadline is 3rd of June 2022 ? Haven’t they been hearing and reading the Chairman’s consistent refrain of constitutional and statutory timelines are “fixed and firmed” at all stakeholders meetings?“Look, as I have said, changes of venues and time within the framework of already issued constitutional timetable by the commission, no problems and they have been doing that but a fundamental shift is what the commission has advised against to allow for certainty of timeline for the 2023 elections otherwise we will continue to shift and shift the timetable.”https://punchng.com/extension-of-primaries-deadline-not-possible-says-inec-commissioner/",Mike Igini: Extension Of Primaries Deadline Not Possible
740,"The Hon. Justice Mary Ukaego Peter-Odili, on Thursday, bowed out of the Supreme Court of Nigeria following her retirement from public service, having attained 70 years on May 12, 2022.Justice Mary is the wife of Dr Peter Odili, who served as Governor of Rivers State between 1999 to 2007.SOURCE Mary Ukaego Peter-Odili, JSC CFR (nee Nzenwa) was born on the 12 May, 1952 at Amudi Obizi, Ezinihitte – Mbaise L.G.A. of Imo State.She attended various Primary Schools including St Benedict’’s Primary School, Obizi Ezinihitte, St Michael's Primary School, Umuahia, St Agnes Primary School, Maryland, Lagos and Our Lady of Apostles Primary School, Yaba, Lagos between 1959 and 1965.She also attended various Secondary Schools including Our Lady of Apostles Secondary School, Yaba, Owerri Girls Secondary School, Owerri, Mbaise Girls Secondary School, Mbaise and the Queen of the Rosary College, Onitsha between 1965 and 1972.She later proceeded to the University of Nigeria, Nsukka (Enugu Campus). In her second year at the university, she bagged the university scholarship for maintaining the second class upper division league with higher scores and was rated the best student in the department of commercial and property law in 1976.She obtained her Bachelor’’s Degree in Law (LL.B (Hons)) in 1976 and attended the Nigerian Law School in 1977 for her B.L certificate.Her previous professional appointments/positions includes:Pupil State Counsel, Ministry of Justice, Abeokuta, Ogun State (1977 – 1978)Pupil State Counsel, Ministry of Justice, Benin, Bendel State (1978)Magistrate Grade III, Benin, Bendel State (1978 -1979)Chairman, Juvenile Court, Benin, Bendel State (1978 - 1979)Magistrate Grade II, Rivers State(1979 – 1981)Chairman, Juvenile Court, Rivers State (1979 - 1981)Magistrate Grade I, Chief Magistrate Grade I (1981 - 1992)Judge, High Court of Rivers State (1992 - 2004)Justice, Court of Appeal, Abuja Judicial Division (2004 - 2010)Presiding Justice, Court of Appeal, Kaduna Division (2010 – 2011)Hon. Justice Mary Ukaego Peter Odili was appointed a Justice of the Supreme Court of Nigeria (JSC) on 23 June, 2011.She was conferred with National Honour Commander Federal Republic (CFR) in 2012.Deputy Chairman, National Judicial Council (March 2021 - May 12, 2022)She is happily married to former Rivers State Governor, Peter Otunaya Odili, CON and blessed with children.Odili is only the third woman to be elevated to the Supreme Court of Nigeria after Aloma Mariam Mukhtar and Olufunlola Adekeye.",Justice Mary Ukaego Peter-Odili Bows Out Of the Supreme Court
741,"Atiku Abubakar deleted his tweet condemning the Murder of Deborah, because Muslims are threatening not to vote for him",Atiku Abubakar Deleted His Tweet Condemning The Murder Of Deborah
742,"President Muhammadu Buhari had, earlier, on Wednesday, directed his appointees with plans to contest in the 2023 elections, to resign.By Bakare Majeed  Two members of the Federal Executive Council (FEC) have resigned to focus on their presidential ambitions.The Minister of Niger Delta Affairs, Godswill Akpabio, and the Minister of Science and Technology, Ogbonnaya Onu, resigned a few hours after a directive by President Muhammadu Buhari on Wednesday.Jackson Udom, the spokesperson to the Mr Akpabio, confirmed the resignation of his principal to PREMIUM TIMES over the phone on Wednesday.This newspaper also learnt that Mr Onu has equally forwarded his resignation letter to the Secretary to the Government of the Federation, Boss Mustapha.Messrs Akpabio and Onu, both former governors of Akwa Ibom and Old Abia State, respectively, are presidential aspirants on the platform of the All Progressives Congress (APC).Mr Buhari had directed that all FEC members (Excluding the Vice President, Yemi Osinbajo) who are seeking nomination as flag bearers of their party should resign on or before May 16.The president’s directive followed the decision of the Court of Appeal to strike out the suit challenging section 84(12) of the electoral act.The Court of Appeal had set aside the verdict of the Federal High Court in Umuahia, which ruled that the section was unconstitutional. Although, the Court of Appeal agreed the section was unconstitutional, it held that the Federal High Court, Umuahia, lacked jurisdiction to adjudicate on the suit.The appellate court further said the plaintiff, Nduka Edede, lacked the locus standi to have filed the case.Earlier, the Minister of State for Education, Emeke Nwajiuba, who is also running for president, also tendered his resignation.It is expected that other appointees of the president will resign following his directive.They are the Minister of Transportation, Rotimi Amaechi; the Attorney General of the Federation, Abubakar Malami; the Minister of Labour and Employment, Chris Ngige; the Minister of Women Affairs, Paullen Tallen; the Minister of Petroleum Resources (State), Timipriye Sylva; and the Minister of Mines and Steel Development (State), Uche Ogar.https://www.premiumtimesng.com/news/top-news/529176-2023-onu-akpabio-resign-to-focus-on-presidential-race.htmlLalasticlala","2023: Onu, Akpabio Resign To Focus On Presidential Race"
743,"Mayegun of Yorubaland, Wasiu Ayinde Olasunkanmi Marshal, popularly known as K1 de Ultimate has come out boldly to communicate his preferred support for Asiwaju Bola Ahmed Tinubu for his presidential bid among all other aspirants in his party APC.The musician is not just showing his support for the former Lagos governor alone which he has been doing for many years through live and recorded songs, he has just taken delivery of customized mobile phones that have, not only pictures and expressions of Asiwaju but also the new song he has just composed for him.K1 has made it known that the phones will be distributed across the country especially in the South as his own little contribution towards his leader’s quest to rule the country.Aside from the mobile phones, K1 will also be distributing CDs and other campaign materials.https://applesbite.com/k1-de-ultimate-to-distribute-customized-phone-souvenirs-for-tinubu-2023-presidential-bid/",K1 De Ultimate Support Tinubu 2023 with Customised phones 
744," As party primaries preparatory to the 2023 general elections gear up, one of the presidential aspirants under the ruling All Progressives Congress (APC), Bola Ahmed Tinubu, has appealed to the delegates of the party in Gombe to choose him as the presidential candidate of the party.Tinubu who was in Gombe on Tuesday assured that he is the best candidate for the job, as he has plans to redevelop and change the country. According to him, security and other developmental challenges in the country were persisting due to the failure to employ the best method.He said, “to solve a problem, you must go to the root cause, that is what I did in Lagos. You cannot do the job of today with yesterday’s forgotten attitude, we must develop new methods to redevelop our country.”“We have a great opportunity to change Nigeria and I guarantee you that we will change Nigeria, the change that made Lagos the richest state in Africa now is just beginning,” Tinubu said as he argued that Nigeria has no reason to be seen as a help-seeking country.According to the former senator and governor of Lagos state, with good investment in agriculture, Nigeria can produce the needed food in the country and still export twice a year. He said: “We have dams, we are yet to dredge them and bring irrigation system to the farmland to be able to farm and grow our own food, we have not even attempted it, why not.”“We have so many dams and so many abandoned projects, we should move away from seeking help to helping ourselves, we should help ourselves and liberate ourselves from hunger and poverty,” Tinubu added while stating that to develop and make the agricultural sector more lucrative the country needs the formation of a commodity exchange mechanism.“Commodity exchange is to guarantee to the farmers that there is a market for all the produce that is coming. It will guarantee the prices of beans, corn and other commodities produced and the establishment of a storage facility to stop waste. In the days of Awolowo, they had a marketing board, so you change it now to the commodity exchange and improve on it,” Tinubu said. He assured that his team is ready to face challenges in the country, as he said: “I am going to submit my form so that I can have a rest of mind and say at least you have gotten my application, I guarantee you that Nigeria will change, we will conquer banditry.Banditry and Boko haram are because we are not employing the best method, so I beg you at the coming delegates’ election to choose the president to choose wisely, choose me,” Tinubu appealed to the delegates in Gombe. He assured that the Gas sector is one area he would also develop to drive gains for the country.He said: “By now we should be making great money from Gas if we had planned it, Russia is threatening Europe and we are not the alternative market.”https://www.sunnewsonline.com/2023-tinubu-begs-for-votes-as-he-promises-to-make-nigeria-more-productive/",Tinubu Begs For Votes In Gombe As He Meets With Delegates
745,"Shehu-Shagari College of Education Student-Deborah-Set On-FireA student of the Shehu Shagari College of Education, Sokoto, Deborah, was burnt to death on Thursday afternoon.Sources confirm that the victim was accused of blasphemy and subsequently beaten up merciless before being burnt to death.Shehu Shagari College of Education Student Burnt To DeathTeyru Music Hub can confirm that the dastardly act was carried out by her fellow students, who vented their aggression on her following a disagreement on messaging platform, WhatsApp.The altercation began when a fellow student posted a religious notice on the Class WhatsApp group.Deborah quickly objected to this and warned against any future posts.This did not go down well with her killers, who, then, conspired to mob and set her on fire afterwards.The College authorities have since shut down the school following the incident and informed student to head home until investigations are concluded.",Sokoto Student: Deborah Set On Fire For Blasphemy
746,Pls if you no support Tinubu as president of Nigeria May30 is around the corner I wan mark ur face now say hi,Tinubu Haters Gather
747,"After beheading the couple, the gunmen were said to have called their family members to mock them.Gunmen on Saturday shot dead and then beheaded a couple who were operatives of the Nigerian army.Military sources told SaharaReporters that A.M Linus, a sergeant first class in the army and his lance corporal wife were on their way to Imo State when the incident happened.After beheading the couple, the gunmen were said to have called their family members to mock them.  A gory video of the incident seen by SaharaReporters showed the gunmen putting the heads on the victims' chests after the incident.“It’s so sad that we soldiers are no safer, the man was a member of the 19 regular intakes while the wife was of the 79RI.“They were on their way to Imo state on Saturday when the incident happened. You won’t believe these gunmen as we speak still used their phones to make calls to their family members, making jest of them and threatening to kill them as well. “This couple just married recently, even their photoshoot caused a lot of criticism and seems they were punished for it.“Though the man is married to another woman with grown-up kids, he suddenly eloped with this young soldier, I was told the girl also had kids before joining the army as well. “The man still has a father, his brother is also a soldier working at a battalion in Kaduna. The lady was also raped before they were beheaded,” a soldier told SaharaReporters.Attacks by armed men have increased in the South-East in recent times. The attacks often target security agencies and government facilities.The latest development comes a few hours after gunmen invaded a military checkpoint in Agulu, Anaocha LGA of Anambra state on Saturday and opened fire on soldiers, killing one in the process.The Indigenous People of Biafra (IPOB), an outlawed group, has been linked to the deadly attacks in the region. But the group has repeatedly denied its involvement in the attacks.The leader of the group, Nnamdi Kanu, is currently detained in Abuja where he is facing trial for treason.https://saharareporters.com/2022/05/02/breaking-unknown-gunmen-behead-nigerian-army-couple-imo-threaten-kill-family-members-too","Unknown Gunmen Behead Nigerian Army Couple In Imo, Threaten To Kill Their Family"
748,"The President, Major General Muhammadu Buhari (retd.), has ordered all heads of agencies, departments, parastatals, and ambassadors with political ambitions to resign.In a circular obtained by The PUNCH on Thursday morning, our correspondent observed that the office of the Governor of the Central Bank of Nigeria, Godwin Emefiele, among other agencies was copied.The circular was signed by the Secretary to the Government of the Federation, Boss Mustapha.The circular with reference number SGF/OP/ I/S.3/XII/ 173 was titled, ‘Ministers, heads of government agencies, ambassadors and other appointees with political ambitions to resignhttps://punchng.com/breaking-2023-buhari-orders-emefiele-other-appointees-to-resign/","2023: Buhari Orders Emefiele, Others Seeks Political Posts To Also Resign"
749,"BREAKING NEWSA NEW ARMED GROUP ""SEA MONSTER VOLUNTEER FORCE"" (SMVF). HAS EMERGED.  12/05/2022. A heavily armed group which identified itself as ‘SEA MONSTER VOLUNTEER FORCE ’ has issued a warning to sanitize the Eastern Nigeria against Fulani Islamic terrorists, Radical Islamists and the Islamic Agenda currently waving the shores of the Nigeria state.However, they recognized sister groups like NIGER DELTA VOLUNTEER FORCE, EASTERN SECURITY NETWORK (ESN), THE AVENGERS, BIAFRA NATIONAL GUARD AND A HOST OF OTHERS. Warns the FEDERAL GOVERNMENT to release MAZI NNMADI KANU or suffer dire consequences. Task The Christian Association of Nigeria (CAN) to live up to her responsibilities as they are yet to issue a statement on the disparaging utterances Governor NYESOME WIKE of Rivers State made inside the church..https://fb.watch/cZ7coq5ZCf/",Breaking! New Armed Ground Sea Monster Volunteer Force Emerge In South East- Vid
750,,Picture Of The Day. Wike And Brown Envelope. 
751, https://www.youtube.com/watch?v=HCxXx9Qdd2EThanks for watching do Subscribe,Full Gist Why Deborah Was Burnt Alive For Insulting Prophet Muhammad
752,Like for Atiku,"2023: Nairaland Poll For Leading Candidates (atiku, Tinubu, Peter Obi, & Osinbajo"
753,"The truth is Nigeria is another man's dream.For over 60 years we have been carrying the dream of another man.This country as long as it remains one will never move forward. Don't be deceived. We can only manage it and keep managing it, but one day , it will have an irreparable crack that will send it crashing .A country is border by one people with one ideology and common cohesion.Everything about Nigeria is a sharp contrast to what a country is.Two things will save Nigeria. Implementation of Confab report, The Aburi Accord Agreement or Disintegration.It is better to handle the situation in a peaceful way else , the disaster will be huge and this country will plung in like $LunaThat time should be sooner",Nigeria Is Carrying Another Man's Dream And Can Never Move Forward
754,"Breaking: Jigawa Governor orders appointees, civil servants eyeing political office to resign The Executive Governor of Jigawa State, Muhammad Badaru Abubakar MON,mni has ordered all political appointees and civil servants eyeing elective office to resigned.The governor issued the directive at the state’s executive council meeting on Wednesday. Auwal D. Sankara (FICA),Senior Special Assistant to the Executive Governor of Jigawa State on New Mediahttps://m.facebook.com/story.php?story_fbid=10223612450153096&id=1046196310",2023: Badaru Directs All Political Appointees Eyeing Politics Offices To Resign
755,"The All Progressives Congress is gradually proving to be as predictable as Nollywood movies, with everyone predicting the outcome from the start.I have since shouted about the conspiracy theory of Mai Buni alleged alliance with Goodluck Jonathan under the APC, should in case you missed it read here Egungun Don Enter Express: Mai Buni's Secret Ambition Boomerangs May End Jonathan's Presidency Under The APCPeople chastised me for making these forecasts, claiming that I was induced with high-grade narcotics to come up with such a theory. Permit me to repeat my previous forecasts from March 8, 2022 word for word.""Unfortunately, Bush Radio sources have it on good authority that Mai Buni had a different plan,  he wanted to become the Vice President to a Southern Presidential candidate and from the look of things his preferred choice of the Southern candidate was Ex-president Goodluck Ebele Jonathan.When we activated our GOAT EYES it was understood that there might indeed be a hatchet plan in drafting Goodluck Jonathan into the race by a certain cabal. Please do take note that Mai Buni was shopping for a Southern Christian presidential candidate.GEJ would be drafted in through the back door knowing quite well that he was not a member of the ruling APC.GEJ somehow has the trust of the Northern oligarchy and of course, he has only a single term to spend. So while Mai Buni sells GEJ well to the Northern Elites he was stylishly seeing himself as the greatest beneficiary.All these plans were in top gear even when there are hush talks here and there that GEJ may not be constitutionally eligible to contest for the presidency taking into cognizance he spent a total of 6 years as President.Now, this was the plan peradventure it sailed, there was never a plan to have a national convention instead it was meant to be a unity convention which translates to holding the NEC congress and Presidential convention on the same day.That same day the whole “abracadabra” would take place and the rest as they say would be history.""That strategy is still operational, but my concern now is why are presidential hopefuls like Asiwaju Bola Tinubu, Yemi Osinbajo, Chibuike Amaechi, and others remaining silent? On the eve of the form sale's deadline, GEJ carefully picked the APC presidential form through a proxy.The same night, GEJ met with Adamu, the APC national chairman, before departing for his customary international commitments.The outcry against the clause in the 'Letter of Voluntary Withdrawal' should be heard loud and clear. Why is the APC's case different from that of their PDP counterparts? Can this nonsense happen in the PDP without Wike or Atiku bringing the house down?Why aren't these presidential hopefuls kicking against this withdrawal clause after purchasing this form for N100 million and feverishly running around the country seeking delegates' approval? Does this imply that these hopefuls and the shadowy Cabal are on the same page?It's amusing, but given the time constraints and politicking, how is it conceivable that GEJ, who only joined the party yesterday, could garner enough delegates' support without presidential influence?""A leopard is chasing us, and do you ask me: 'is it a male or female?"" I giggle when I see Osinbajo's supporters still masturbating on Tinubu and their chances. Is Tinubu posing a threat to Amaechi or Fayemi? No there is a grand plan to shortchange the old leadership of the APC for complete strangers hence the intrusion of that ‘Letter of Voluntary Withdrawal,’It's awful if every political aspirant enters the primaries only to leave at the end of the day; we saw it during the last National Convention, and it's rearing its ugly head once more as the presidential primaries approach.I once asked why did the Presidency assure Tinubu of a fair play, promised Osinbajo the ticket and finally drafts in Jonathan to the race?  If they do not have a plan?That plan is now the source of my concern. If Osinbajo, Tinubu and the South  do not pull out and continue their regional resolution strategy , I will not be shocked if the game is rigged in favor of the North via the PDP.According to Babangida Aliyu, the former chairman of the PDP Northern Governors Forum during GEJ's reign, the North readily abandoned GEJ to collapse their structure for the APC, and he was also a victim, losing his senatorial district.This game that is being played should be avoided at all costs; it makes no sense for a single region to keep power for 16 years in a row. With a Jonathan candidacy , I'm curious to see how far the APC would go when the hate campaign begins.Buhari's videos finishing the GEJ's administration would be the National Anthem , these people don't know politics, they would manufacture all the ogogoro stories and bring in Patience back into the whole drama. You would soon start seeing doctored old videos of Patience insulting the Alamjiri's circulating like it was this morning it happened.The campaign would be strong and the same Buhari who is showing I don't care attitude would be preparing for retirement then, even if the PDP wins in the General elections it would bother him less.This message is not intended to stroke anyone's ego, but rather to serve as a wake-up call to our southern presidential candidates to wake up and smell the coffee, or at the very least put up a fight worthy of praise.My name is Osigwe Omo-Ikirodah, and I am the Chairman and Chief Executive Officer of Bush Radio Academy.https://ireporteronline.com.ng/blog/as-conspiracy-thickens-apc-southern-aspirants-keep-mute-over-letter-of-voluntary-withdrawal/","APC Southern Aspirants Keep Mute Over ""Letter Of Voluntary Withdrawal"""
756,"Do you know Peter Obi is receiving enormous supports both home and abroad?. He is a different breed of Politician. One that Nigerians haven't experienced before .I like the so-called ""stinginess"" of Peter Obi because I don't expect politicians to give me money. Though he is not a Saint, among Nigerian politicians, he stands out as the best example of a political leader who treats power appropriately for national growth.Peter Obi is not anti-wealth. He is anti-waste & anti-ostentation. He is pro-saving, pro-wealth creation. Unlike most Nigerian politicians, he acts the same way in power and out of power.Nigeria has been so mismanaged that it needs a different kind of leader.",Peter Obi Is Everything That Our Current Politicians Lack
757,"JUST IN:RESIGN Now if you are vying for any electoral office in my cabinet, else you will be FIRED after Monday, May 16, 2022          -Nigeria President, BUHARI issues directive…warn members at Federal Executive Council meeting in State House, Abuja*‘Nigerians deserve better life, need to enjoy interrupted good governance’*Cabinet members affected: Labour and Employment, Chris Ngige; Science, Technology and Innovation, Emeka Nwajiuba; Justice minister and Attorney General of the Federation, Abubakar Malami; others are Minister of State, Mines and Steel, Uche Ogar, Minister of Women Affairs, Pauline Tallen*Minister of State for Education, Ogbonnaya Onu, Niger Delta Minister, Godswill Akpabio;  Minister of Transportation, Rotimi Amaechi, resign appointment with immediate effecthttps://nigeriastandardnewspaper.com/ng/just-in-resign-now-if-you-are-vying-for-any-electoral-office-in-my-cabinet-else-you-will-be-fired-after-monday-may-16-2022-nigeria-president-buhari-issues-directive-warn-membe/",Buhari Warns: Resign Now If You Have Political Ambition Or Ready To Be Fired
758,Yes these are the 3 name's who seem to have a solid background  and a reasonable track record when we look at the APC so between these Nobel gentlemen who do you think will emerge victorious at the forthcoming primaries and why.,Between Osinbajo Tinubu And Amaechi Who Will Emerge Victorious
759," Former Zamfara governor and presidential aspirant under the All Progressives Congress (APC), Sani Yerima, says he did nothing wrong marrying a 13-year old girl.Mr Yerima justified marrying a 13-year-old Egyptian girl when he appeared on Channels TV on TuesdayThe 2009 marriage generated much criticisms among child rights activists at the time but Mr Yerima insists he did not contravene any Nigerian law.“If I had done anything wrong, I would have been tried in court. NAPTIP wanted to try the case and they dropped the matter because I didn’t do anything wrong,” Mr Yerima said.He added that “there is no law in Nigeria that determines when and how you get married. Muslims have Sharia, the Christians I don’t know what their doctrines say.”A two term governor of Zamfara State between 1999-2007, Mr Yerima, was the first governor to introduce Sharia Law later enforced in 12 northern states of Nigeria.Critics argue that introduction of Sharia Law might have reinforced the bedrock of Islamic fundamentalism in the country.https://gazettengr.com/nothing-wrong-marrying-13-year-old-says-apc-presidential-aspirant-yerima/","Nothing Wrong Marrying A 13-year-old Girl: APC Presidential Aspirant, Yerima"
760,"This is a wrong and misleading map designed by some inconsequential and ignorant youth from delta state..Please disregard this map anywhere you see it. Warri north LGA is co owned by Itshekiris and Ijaws..Warri south west is also co owned by Ijaw and Itshekiris..Warri south owned by Urhobo and Ijaw..This is just a fake map created by some unknown Itshekiris youths just misled the uninformed..The first map is the fake one created by those unknown group, the 2nd one is Ijaw map",A Wrong Misleading Map by Itshekiris
761,"Yorubas and other minority tribes,lovers of one Nigeria should rise and defend an innocent girl kill by their masters the northern terrorists muslims.May her soul rest in peace AMEN.",Yorubas And Other One Nigerians Defend Deborah Yakubu Killed By Muslims
762,Rating his current performance in your area? What do you think?Do you know the name of the person representing your area at the Lagos State House of Assembly? How has he or she performed so far?Has the Chairman of your local government organized any community development program since his/her inauguration?Who are you voting out in 2023? and Why?,Lagos 2023: Does Sanwoolu Deserve To Get A Second Term?
763,"..If you love Nigeria, get off Nairaland and Twitter complaining endlesslyRegister as a voter and register for a Political party... It's never too late take your destiny into your own handsINEC Continuous Voter Registrationhttps://cvr.inecnigeria.org/APChttps://apcregistration.com/PDPhttps://www.iampdp.com/SDPhttps://sdp.com.ng/AAChttps://aacparty.org/members/Cc: Seun Oamj4 Dominque Mynd44 Lalasticlala.",Be Patriotic... Follow These Eas Steps To Get Your PVC And Join A Political Part
764,"Over the years, the principal role of town planning authority is to develop quality urban designs and to ensure even development in all parts of Lagos metropolis.Essentially, the town planning department is a major catalyst in bringing out the beauty of Lagos. Therefore, they are more like pivotal development partners in every state; most especially, when it has to do with a critical sector like the construction industry. This is so due to the multiplier effects the industry has on the economy, including job creation.However, lots of developers in Lagos are currently complaining bitterly that they are facing multi facets frustrations under the administration of the Commissioner for Physical Planning and Urban Development, Dr Idris Okanla Salako, citing unwholesome activities and corrupt practices allegedly going on in the department brazenly.In an interview with our reporter, a top developer who pleaded anonymity alleged that Salako has brazenly turned the critical department of town planning to only revenue making channels, while totally abandoning the due processes and the core objectives of why the critical department was created.The stakeholder said “Due to the understanding of the sector, under the government of former Governor Babatunde Fashola; the physical planning department was pre-occupied with its core objectives;. It had a friendly outlook and had a robust relationship with all critical partners and developers.“The relationship with major stakeholders under Ex-Governor Fashola was so solid in such a way that there used to be monthly stakeholders’ meeting and collection of data from developers with a view to ascertaining jobs creation and development.“Also, under Fashola regime, quality development was the order of the day in the physical planning, and it was emphasized as a core objective. This development mid-wifed Lagos State Building Control Agency, LASBCA and Lagos State Physical Planning Permit Authority, LASPPPA. These two agencies are saddled with the responsibility of ensuring quality control and uniform planning under Governor Fashola. The purpose of creating them was to speed up the approval processes of building permit.He added that to ensure efficiency, * the administration ordered the two main agencies to be working on Saturdays. The synergy was so cordial in such a way that both the agencies and the stskeoilders learnt a lot from each other. The sole purpose was to make sure Lagos becomes beautiful and be a model to other states.“When Fashola left in 2015 and the government of Akinwumi Ambode came on board, the template continued and tried to improving on what he met on ground.The top stakeholder lanented that under the present governernt of Governor Babajide Sanwo-Olu, Salako-led administration has made things go awry in the physical planning department as a result of sharp practices, nepotism and desperation to generate funds by all means.He said ” Under this administration, the man at the helm of affairs in the Lagos State Ministry of Physical Planning and Urban Development, Idris Salako, has made the town planning authority abandon its core purpure of establishment. To the amazement of we stakeholders, Salako has made the department to derail completely by introducing revenue as the core function of the ministry as against the main objectives of quality and development.According to him, lots of construction players are currently groaning under Salako-led administration because of the high degree of frustrations they are deliberately made to pass through so as to satisfy some selfish interests.He saidI “In order to be in good books of Governor Sanwo-Olu and to be seen as one with the highest in revenue collection, he placed officers on target, mostly unrealistic targets; so as to be boasting of being one of the highest in revenue commissioner. However, it has been revealed that the idea is a daytime fraud.“To perpetrate their acts, the module operandi is to ensure that offices are increased and charge discretionary fees Developers are charged high fees. If such developer can’t meet up in paying the fees, Salako would give room to negotiations. He would discount the fees. Even at that, the developer would soon part away with money. Failure to do so may backfire on the developer.“In order to generate income, the Commissioner would be sealing buildings indiscriminately, requesting for building permits. Even the developers that met up with the requirements were made to undergo series of frustrations by citing all forms of technicalities just to ensure they cough out money illegally,” he added.The expert also revealed how some workers of the ministry used to invade the sites of developers who failed to “cooperate”.“Like thugs, some workers would invade the construction sited in a Gestapo style, chased everybody out, and in some cases, arrested and dragged construction workers to court on ridiculous and trumpped-up charges.The purpose of thossy scenes is to instil fears in the minds of players in the construction industry,” he lamented.He greatly lamented that the key stakeholders in the construction industry in Lagos are currently finding it difficult to breathe under Salako-led team,; which, according to him has priotized mainly on personal income against the key objective of bringing out the beauty of Lagos State as the commercial capital of Nigeria.He also noted that the absymsal failure of Salako’s is one of the factors responsible for the frequent rate of building collapse in Lagos.Also speaking with our reporter, a staff of the ministry who does not want name to be mention because of the sensitive nature the matter said that they are told to lure the developers to pay money when the ministry actually know that they are not ready to grant you permit; and that money would never be refunded. He added that this is part of the strategies given to them to meet up with ‘revenue targets’“This gives credence to reason under his leadership why collapsed buildings, staff low moral, nepotism have become order of the day under the Ministry. Even we staff are groaning, they can’t wait for him to end his tenure. Stakeholders can’t bear the yokes anymore being that despite the 7-day issuance of obtaining permit remains more difficult than collecting oil well permit under the Federal Governmen.Lamenting further, the staff revealed that Salako would also ensure that third party consultants close to the ministry are used to package the documents of developers, noting that the motive is part of their endemic corrupt practices..“The people enjoying Salako are the players with the same corrupt mindset who are ready to compromise and grease his pocket. That is one of the reasons why building are collapsing across Lagos because the structures are in variance with the total violation of required architectural designs,” the staff added.As part of the duties of the media to investigate issues, the Infrastructurenews.ng has begun the audit of all defective buildings as they litter Lagos; and this will come out in our next publication.We are also calling on Governor Babajide Sanwo-Olu to critically revise and evaluate the matter and get a third party assessment to ensure that allegations of woeful performance would not crop up in his second term.(Modify) (Quote) (Report) (Share)",Revealed: How Idris Salako Is Using Corruption To Frustrate Lagos Developers
765,"APC collected everything from PDP. Collected Members, Collected Governors, Collected National Chairman, Now they’ve collected their President.Even wailers and PDP Miscreants and applying to join BMC crew https://twitter.com/DaminaboEric/status/1524685478267691008",APC Collected Everything From PDP
766,"Running mate to Gen Muhammadu Buhari (rtd), in the 2011 presidential election, Pastor Tunde Bakare says he is trusting God to emerge candidate of the All Progressives Congress (APC) for the 2023 general election.Bakare who spoke with newsmen on Wednesday in Abuja, after submitting his expression of interest and nomination forms said he has all it takes to beat other aspirants.He said, “Anyone who participates in a race must run according to the rules. My chances are as bright as that of any person. I am eminently qualified either by age or experience or everything that counts in this race. And I trust God that I will emerge the winner.“We have fulfilled our own side and it is now for the party to set the stage and to tell us what next. They will determine what next. What I know for now is that there will be screening and after screening for those who may have appeal, they will appeal.“Thereafter, there will be primaries and by the grace of God, we have decided to run according to the rules and we expect to win by His special grace. My chances are as bright as that of any person. I am eminently qualified either by age or experience or everything that counts in this race. And I trust God that I will emerge the winner,” he added.Bakare also expressed commitment to the realisation of a new Nigeria in his life time, promising to be the bridge between the past, present and the future.https://dailytrust.com/i-trust-god-ill-emerge-apc-presidential-candidate-bakare",I Trust God To Emerge: Pastor Tunde Bakare Submits Nomination Forms
